condition,distortion_type,level,mean_snr_db,class_name,map50,map50_95
enhanced,salt_pepper,4,17.63,spoon,0.0255,0.023
enhanced,salt_pepper,4,17.63,bowl,0.8492,0.6266
enhanced,salt_pepper,4,17.63,banana,0.0905,0.028
enhanced,salt_pepper,4,17.63,sandwich,0.2487,0.2239
enhanced,salt_pepper,4,17.63,orange,0.3725,0.2602
enhanced,salt_pepper,4,17.63,broccoli,0.995,0.995
enhanced,salt_pepper,4,17.63,pizza,0.995,0.6965
enhanced,salt_pepper,4,17.63,cake,0.753,0.6777
enhanced,salt_pepper,4,17.63,chair,0.4392,0.2432
enhanced,salt_pepper,4,17.63,potted plant,0.495,0.2854
enhanced,salt_pepper,4,17.63,bed,0.995,0.6965
enhanced,salt_pepper,4,17.63,dining table,0.2853,0.2162
enhanced,salt_pepper,4,17.63,microwave,0.4975,0.4477
enhanced,salt_pepper,4,17.63,oven,0.2475,0.2475
enhanced,salt_pepper,4,17.63,sink,0.3317,0.1603
enhanced,salt_pepper,4,17.63,refrigerator,0.995,0.6965
enhanced,salt_pepper,4,17.63,book,0.495,0.2598
enhanced,salt_pepper,4,17.63,clock,0.995,0.725
enhanced,salt_pepper,4,17.63,vase,0.745,0.6705
enhanced,salt_pepper,4,17.63,teddy bear,0.0,0.0
enhanced,low_light,1,13.53,all,0.7336,0.5826
enhanced,low_light,1,13.53,person,0.7463,0.4841
enhanced,low_light,1,13.53,bicycle,0.995,0.8955
enhanced,low_light,1,13.53,car,0.3891,0.1981
enhanced,low_light,1,13.53,motorcycle,0.9125,0.6645
enhanced,low_light,1,13.53,airplane,0.995,0.995
enhanced,low_light,1,13.53,train,0.995,0.8955
enhanced,low_light,1,13.53,truck,0.5563,0.3395
enhanced,low_light,1,13.53,stop sign,0.3317,0.2985
enhanced,low_light,1,13.53,bench,0.6539,0.4066
enhanced,low_light,1,13.53,bird,0.8025,0.5251
enhanced,low_light,1,13.53,dog,0.83,0.7145
enhanced,low_light,1,13.53,horse,0.995,0.6955
enhanced,low_light,1,13.53,elephant,0.8283,0.5427
enhanced,low_light,1,13.53,zebra,0.995,0.995
enhanced,low_light,1,13.53,giraffe,0.896,0.7225
enhanced,low_light,1,13.53,umbrella,0.7492,0.474
enhanced,low_light,1,13.53,handbag,0.1268,0.0947
enhanced,low_light,1,13.53,skateboard,0.335,0.201
enhanced,low_light,1,13.53,bottle,0.995,0.8955
enhanced,low_light,1,13.53,cup,0.3011,0.1936
enhanced,low_light,1,13.53,fork,0.5236,0.5121
enhanced,low_light,1,13.53,knife,0.8753,0.6039
enhanced,low_light,1,13.53,spoon,0.995,0.8955
enhanced,low_light,1,13.53,bowl,0.995,0.8828
enhanced,low_light,1,13.53,banana,0.1106,0.0399
enhanced,low_light,1,13.53,sandwich,0.995,0.995
enhanced,low_light,1,13.53,orange,0.8075,0.5679
enhanced,low_light,1,13.53,broccoli,0.995,0.995
enhanced,low_light,1,13.53,pizza,0.995,0.796
enhanced,low_light,1,13.53,cake,0.995,0.8793
enhanced,low_light,1,13.53,chair,0.504,0.3051
enhanced,low_light,1,13.53,potted plant,0.8283,0.6287
enhanced,low_light,1,13.53,bed,0.995,0.796
enhanced,low_light,1,13.53,dining table,0.5181,0.3819
enhanced,low_light,1,13.53,microwave,0.1244,0.0498
enhanced,low_light,1,13.53,oven,0.495,0.495
enhanced,low_light,1,13.53,sink,0.995,0.6965
enhanced,low_light,1,13.53,refrigerator,0.995,0.6965
enhanced,low_light,1,13.53,book,0.8164,0.4526
enhanced,low_light,1,13.53,clock,0.9125,0.7633
enhanced,low_light,1,13.53,vase,0.8283,0.795
enhanced,low_light,1,13.53,teddy bear,0.0829,0.0083
enhanced,low_light,2,11.07,all,0.7135,0.5533
enhanced,low_light,2,11.07,person,0.7654,0.4607
enhanced,low_light,2,11.07,bicycle,0.995,0.8955
enhanced,low_light,2,11.07,car,0.3895,0.2161
enhanced,low_light,2,11.07,motorcycle,0.9125,0.5957
enhanced,low_light,2,11.07,airplane,0.995,0.8955
enhanced,low_light,2,11.07,train,0.995,0.995
enhanced,low_light,2,11.07,truck,0.5429,0.3399
enhanced,low_light,2,11.07,stop sign,0.4975,0.4477
enhanced,low_light,2,11.07,bench,0.6232,0.3854
enhanced,low_light,2,11.07,bird,0.8612,0.5777
enhanced,low_light,2,11.07,dog,0.9125,0.7145
enhanced,low_light,2,11.07,horse,0.995,0.6955
enhanced,low_light,2,11.07,elephant,0.6633,0.3643
enhanced,low_light,2,11.07,zebra,0.995,0.995
enhanced,low_light,2,11.07,giraffe,0.9489,0.735
enhanced,low_light,2,11.07,umbrella,0.5143,0.4337
enhanced,low_light,2,11.07,handbag,0.165,0.1485
enhanced,low_light,2,11.07,skateboard,0.335,0.201
enhanced,low_light,2,11.07,bottle,0.995,0.8955
enhanced,low_light,2,11.07,cup,0.2797,0.1806
enhanced,low_light,2,11.07,fork,0.495,0.495
enhanced,low_light,2,11.07,knife,0.8836,0.6478
enhanced,low_light,2,11.07,spoon,0.995,0.8955
enhanced,low_light,2,11.07,bowl,0.995,0.8079
enhanced,low_light,2,11.07,banana,0.1106,0.0373
enhanced,low_light,2,11.07,sandwich,0.995,0.8955
enhanced,low_light,2,11.07,orange,0.7807,0.5603
enhanced,low_light,2,11.07,broccoli,0.995,0.995
enhanced,low_light,2,11.07,pizza,0.995,0.4975
enhanced,low_light,2,11.07,cake,0.995,0.8295
enhanced,low_light,2,11.07,chair,0.4375,0.2962
enhanced,low_light,2,11.07,potted plant,0.8219,0.5281
enhanced,low_light,2,11.07,bed,0.995,0.796
enhanced,low_light,2,11.07,dining table,0.5478,0.3729
enhanced,low_light,2,11.07,microwave,0.0,0.0
enhanced,low_light,2,11.07,oven,0.495,0.495
enhanced,low_light,2,11.07,sink,0.4975,0.3483
enhanced,low_light,2,11.07,refrigerator,0.995,0.6965
enhanced,low_light,2,11.07,book,0.7879,0.3999
enhanced,low_light,2,11.07,clock,0.83,0.7056
enhanced,low_light,2,11.07,vase,0.8283,0.7455
enhanced,low_light,2,11.07,teddy bear,0.1106,0.0221
enhanced,low_light,3,6.91,all,0.6986,0.5425
enhanced,low_light,3,6.91,person,0.7154,0.4658
enhanced,low_light,3,6.91,bicycle,0.995,0.8955
enhanced,low_light,3,6.91,car,0.3727,0.2095
enhanced,low_light,3,6.91,motorcycle,0.995,0.6183
enhanced,low_light,3,6.91,airplane,0.995,0.8955
enhanced,low_light,3,6.91,train,0.995,0.995
enhanced,low_light,3,6.91,truck,0.5073,0.1788
enhanced,low_light,3,6.91,stop sign,0.995,0.8955
enhanced,low_light,3,6.91,bench,0.6379,0.4101
enhanced,low_light,3,6.91,bird,0.7579,0.5127
enhanced,low_light,3,6.91,dog,0.83,0.7145
enhanced,low_light,3,6.91,horse,0.995,0.6455
enhanced,low_light,3,6.91,elephant,0.995,0.4965
enhanced,low_light,3,6.91,zebra,0.995,0.995
enhanced,low_light,3,6.91,giraffe,0.8634,0.6847
enhanced,low_light,3,6.91,umbrella,0.6342,0.4652
enhanced,low_light,3,6.91,handbag,0.055,0.044
enhanced,low_light,3,6.91,skateboard,0.335,0.201
enhanced,low_light,3,6.91,bottle,0.4975,0.4975
enhanced,low_light,3,6.91,cup,0.2623,0.1515
enhanced,low_light,3,6.91,fork,0.5183,0.4973
enhanced,low_light,3,6.91,knife,0.8588,0.6742
enhanced,low_light,3,6.91,spoon,0.995,0.8955
enhanced,low_light,3,6.91,bowl,0.995,0.8103
enhanced,low_light,3,6.91,banana,0.0995,0.0334
enhanced,low_light,3,6.91,sandwich,0.1658,0.1327
enhanced,low_light,3,6.91,orange,0.6867,0.5049
enhanced,low_light,3,6.91,broccoli,0.995,0.995
enhanced,low_light,3,6.91,pizza,0.995,0.6965
enhanced,low_light,3,6.91,cake,0.995,0.8625
enhanced,low_light,3,6.91,chair,0.4213,0.2938
enhanced,low_light,3,6.91,potted plant,0.8117,0.6064
enhanced,low_light,3,6.91,bed,0.995,0.6965
enhanced,low_light,3,6.91,dining table,0.4585,0.3643
enhanced,low_light,3,6.91,microwave,0.0,0.0
enhanced,low_light,3,6.91,oven,0.495,0.495
enhanced,low_light,3,6.91,sink,0.995,0.6965
enhanced,low_light,3,6.91,refrigerator,0.995,0.6965
enhanced,low_light,3,6.91,book,0.5965,0.3497
enhanced,low_light,3,6.91,clock,0.9125,0.7468
enhanced,low_light,3,6.91,vase,0.8283,0.7455
enhanced,low_light,3,6.91,teddy bear,0.0995,0.0199
enhanced,low_light,4,3.26,all,0.5676,0.4306
enhanced,low_light,4,3.26,person,0.6322,0.4093
enhanced,low_light,4,3.26,bicycle,0.4975,0.4477
enhanced,low_light,4,3.26,car,0.3069,0.1837
enhanced,low_light,4,3.26,motorcycle,0.755,0.4911
enhanced,low_light,4,3.26,airplane,0.995,0.8955
enhanced,low_light,4,3.26,train,0.995,0.995
enhanced,low_light,4,3.26,truck,0.495,0.2592
enhanced,low_light,4,3.26,stop sign,0.995,0.796
enhanced,low_light,4,3.26,bench,0.2674,0.2017
enhanced,low_light,4,3.26,bird,0.6381,0.4208
enhanced,low_light,4,3.26,dog,0.753,0.566
enhanced,low_light,4,3.26,horse,0.995,0.7283
enhanced,low_light,4,3.26,elephant,0.4475,0.139
enhanced,low_light,4,3.26,zebra,0.995,0.995
enhanced,low_light,4,3.26,giraffe,0.7457,0.5245
enhanced,low_light,4,3.26,umbrella,0.4771,0.3741
enhanced,low_light,4,3.26,handbag,0.055,0.0495
enhanced,low_light,4,3.26,skateboard,0.0838,0.0372
enhanced,low_light,4,3.26,bottle,0.3317,0.3317
enhanced,low_light,4,3.26,cup,0.1483,0.1038
enhanced,low_light,4,3.26,fork,0.495,0.4455
enhanced,low_light,4,3.26,knife,0.7597,0.6135
enhanced,low_light,4,3.26,spoon,0.995,0.796
enhanced,low_light,4,3.26,bowl,0.6061,0.4543
enhanced,low_light,4,3.26,banana,0.0765,0.0343
enhanced,low_light,4,3.26,sandwich,0.2487,0.1741
enhanced,low_light,4,3.26,orange,0.099,0.0552
enhanced,low_light,4,3.26,broccoli,0.995,0.8955
enhanced,low_light,4,3.26,pizza,0.4975,0.199
enhanced,low_light,4,3.26,cake,0.6991,0.6019
enhanced,low_light,4,3.26,chair,0.3534,0.2507
enhanced,low_light,4,3.26,potted plant,0.5527,0.4063
enhanced,low_light,4,3.26,bed,0.995,0.6965
enhanced,low_light,4,3.26,dining table,0.3483,0.2289
enhanced,low_light,4,3.26,microwave,0.0,0.0
enhanced,low_light,4,3.26,oven,0.495,0.495
enhanced,low_light,4,3.26,sink,0.995,0.597
enhanced,low_light,4,3.26,refrigerator,0.995,0.6965
enhanced,low_light,4,3.26,book,0.6085,0.3013
enhanced,low_light,4,3.26,clock,0.753,0.5789
enhanced,low_light,4,3.26,vase,0.6633,0.6135
enhanced,low_light,4,3.26,teddy bear,0.0,0.0
enhanced,motion_blur,1,15.71,all,0.4419,0.3097
enhanced,motion_blur,1,15.71,person,0.3925,0.2592
enhanced,motion_blur,1,15.71,bicycle,0.995,0.796
enhanced,motion_blur,1,15.71,car,0.1185,0.0701
enhanced,motion_blur,1,15.71,motorcycle,0.067,0.067
enhanced,motion_blur,1,15.71,airplane,0.995,0.8955
enhanced,motion_blur,1,15.71,train,0.995,0.5473
enhanced,motion_blur,1,15.71,truck,0.2667,0.2357
enhanced,motion_blur,1,15.71,stop sign,0.995,0.597
enhanced,motion_blur,1,15.71,bench,0.0342,0.0165
enhanced,motion_blur,1,15.71,bird,0.3867,0.1351
enhanced,motion_blur,1,15.71,dog,0.445,0.3656
enhanced,motion_blur,1,15.71,horse,0.8283,0.2308
enhanced,motion_blur,1,15.71,elephant,0.0,0.0
enhanced,motion_blur,1,15.71,zebra,0.995,0.995
enhanced,motion_blur,1,15.71,giraffe,0.5134,0.2152
enhanced,motion_blur,1,15.71,umbrella,0.245,0.245
enhanced,motion_blur,1,15.71,handbag,0.0177,0.0018
enhanced,motion_blur,1,15.71,skateboard,0.0,0.0
enhanced,motion_blur,1,15.71,bottle,0.995,0.8955
enhanced,motion_blur,1,15.71,cup,0.135,0.087
enhanced,motion_blur,1,15.71,fork,0.495,0.4455
enhanced,motion_blur,1,15.71,knife,0.3137,0.1826
enhanced,motion_blur,1,15.71,spoon,0.995,0.8955
enhanced,motion_blur,1,15.71,bowl,0.8492,0.5893
enhanced,motion_blur,1,15.71,banana,0.0255,0.0077
enhanced,motion_blur,1,15.71,sandwich,0.3317,0.2653
enhanced,motion_blur,1,15.71,orange,0.5117,0.3094
enhanced,motion_blur,1,15.71,broccoli,0.995,0.398
enhanced,motion_blur,1,15.71,pizza,0.0,0.0
enhanced,motion_blur,1,15.71,cake,0.665,0.5985
enhanced,motion_blur,1,15.71,chair,0.2295,0.1441
enhanced,motion_blur,1,15.71,potted plant,0.4236,0.2235
enhanced,motion_blur,1,15.71,bed,0.2487,0.199
enhanced,motion_blur,1,15.71,dining table,0.2572,0.1902
enhanced,motion_blur,1,15.71,microwave,0.4975,0.2985
enhanced,motion_blur,1,15.71,oven,0.495,0.495
enhanced,motion_blur,1,15.71,sink,0.0,0.0
enhanced,motion_blur,1,15.71,refrigerator,0.4975,0.3483
enhanced,motion_blur,1,15.71,book,0.2272,0.1312
enhanced,motion_blur,1,15.71,clock,0.995,0.5545
enhanced,motion_blur,1,15.71,vase,0.088,0.0753
enhanced,motion_blur,1,15.71,teddy bear,0.0,0.0
enhanced,motion_blur,2,14.64,all,0.2011,0.1435
enhanced,motion_blur,2,14.64,person,0.1346,0.0829
enhanced,motion_blur,2,14.64,bicycle,0.995,0.796
enhanced,motion_blur,2,14.64,car,0.0913,0.0277
enhanced,motion_blur,2,14.64,motorcycle,0.0096,0.0096
enhanced,motion_blur,2,14.64,airplane,0.995,0.8955
enhanced,motion_blur,2,14.64,train,0.2487,0.0746
enhanced,motion_blur,2,14.64,truck,0.0,0.0
enhanced,motion_blur,2,14.64,stop sign,0.0,0.0
enhanced,motion_blur,2,14.64,bench,0.0027,0.0008
enhanced,motion_blur,2,14.64,bird,0.1228,0.0854
enhanced,motion_blur,2,14.64,dog,0.0305,0.0274
enhanced,motion_blur,2,14.64,horse,0.398,0.1371
enhanced,motion_blur,2,14.64,elephant,0.0,0.0
enhanced,motion_blur,2,14.64,zebra,0.995,0.995
enhanced,motion_blur,2,14.64,giraffe,0.2216,0.0877
enhanced,motion_blur,2,14.64,umbrella,0.245,0.196
enhanced,motion_blur,2,14.64,handbag,0.0,0.0
enhanced,motion_blur,2,14.64,skateboard,0.0,0.0
enhanced,motion_blur,2,14.64,bottle,0.1244,0.1119
enhanced,motion_blur,2,14.64,cup,0.065,0.0325
enhanced,motion_blur,2,14.64,fork,0.495,0.396
enhanced,motion_blur,2,14.64,knife,0.0417,0.025
enhanced,motion_blur,2,14.64,spoon,0.0,0.0
enhanced,motion_blur,2,14.64,bowl,0.3164,0.0754
enhanced,motion_blur,2,14.64,banana,0.0663,0.0265
enhanced,motion_blur,2,14.64,sandwich,0.995,0.796
enhanced,motion_blur,2,14.64,orange,0.198,0.1088
enhanced,motion_blur,2,14.64,broccoli,0.0,0.0
enhanced,motion_blur,2,14.64,pizza,0.0,0.0
enhanced,motion_blur,2,14.64,cake,0.0,0.0
enhanced,motion_blur,2,14.64,chair,0.0207,0.0138
enhanced,motion_blur,2,14.64,potted plant,0.2941,0.1074
enhanced,motion_blur,2,14.64,bed,0.2487,0.199
enhanced,motion_blur,2,14.64,dining table,0.1658,0.1217
enhanced,motion_blur,2,14.64,microwave,0.0,0.0
enhanced,motion_blur,2,14.64,oven,0.099,0.0891
enhanced,motion_blur,2,14.64,sink,0.0,0.0
enhanced,motion_blur,2,14.64,refrigerator,0.0995,0.0697
enhanced,motion_blur,2,14.64,book,0.0,0.0
enhanced,motion_blur,2,14.64,clock,0.7269,0.4406
enhanced,motion_blur,2,14.64,vase,0.0,0.0
enhanced,motion_blur,2,14.64,teddy bear,0.0,0.0
enhanced,motion_blur,3,13.33,all,0.1217,0.0864
enhanced,motion_blur,3,13.33,person,0.0834,0.04
enhanced,motion_blur,3,13.33,bicycle,0.0995,0.0498
enhanced,motion_blur,3,13.33,car,0.013,0.0026
enhanced,motion_blur,3,13.33,motorcycle,0.0073,0.0066
enhanced,motion_blur,3,13.33,airplane,0.995,0.8955
enhanced,motion_blur,3,13.33,train,0.0,0.0
enhanced,motion_blur,3,13.33,truck,0.0,0.0
enhanced,motion_blur,3,13.33,stop sign,0.0,0.0
enhanced,motion_blur,3,13.33,bench,0.0,0.0
enhanced,motion_blur,3,13.33,bird,0.0171,0.0076
enhanced,motion_blur,3,13.33,dog,0.0,0.0
enhanced,motion_blur,3,13.33,horse,0.0,0.0
enhanced,motion_blur,3,13.33,elephant,0.0,0.0
enhanced,motion_blur,3,13.33,zebra,0.995,0.8955
enhanced,motion_blur,3,13.33,giraffe,0.2261,0.0493
enhanced,motion_blur,3,13.33,umbrella,0.245,0.147
enhanced,motion_blur,3,13.33,handbag,0.0,0.0
enhanced,motion_blur,3,13.33,skateboard,0.0,0.0
enhanced,motion_blur,3,13.33,bottle,0.0311,0.0187
enhanced,motion_blur,3,13.33,cup,0.0,0.0
enhanced,motion_blur,3,13.33,fork,0.495,0.3465
enhanced,motion_blur,3,13.33,knife,0.0,0.0
enhanced,motion_blur,3,13.33,spoon,0.0,0.0
enhanced,motion_blur,3,13.33,bowl,0.0,0.0
enhanced,motion_blur,3,13.33,banana,0.0,0.0
enhanced,motion_blur,3,13.33,sandwich,0.995,0.597
enhanced,motion_blur,3,13.33,orange,0.0,0.0
enhanced,motion_blur,3,13.33,broccoli,0.0,0.0
enhanced,motion_blur,3,13.33,pizza,0.0,0.0
enhanced,motion_blur,3,13.33,cake,0.0,0.0
enhanced,motion_blur,3,13.33,chair,0.0055,0.0022
enhanced,motion_blur,3,13.33,potted plant,0.1225,0.098
enhanced,motion_blur,3,13.33,bed,0.2487,0.1741
enhanced,motion_blur,3,13.33,dining table,0.2047,0.1469
enhanced,motion_blur,3,13.33,microwave,0.0,0.0
enhanced,motion_blur,3,13.33,oven,0.2475,0.099
enhanced,motion_blur,3,13.33,sink,0.0,0.0
enhanced,motion_blur,3,13.33,refrigerator,0.0,0.0
enhanced,motion_blur,3,13.33,book,0.0,0.0
enhanced,motion_blur,3,13.33,clock,0.0793,0.0516
enhanced,motion_blur,3,13.33,vase,0.0,0.0
enhanced,motion_blur,3,13.33,teddy bear,0.0,0.0
enhanced,motion_blur,4,12.26,all,0.1175,0.0672
enhanced,motion_blur,4,12.26,person,0.0507,0.0144
enhanced,motion_blur,4,12.26,bicycle,0.0,0.0
enhanced,motion_blur,4,12.26,car,0.0034,0.0011
enhanced,motion_blur,4,12.26,motorcycle,0.0,0.0
enhanced,motion_blur,4,12.26,airplane,0.995,0.796
enhanced,motion_blur,4,12.26,train,0.0,0.0
enhanced,motion_blur,4,12.26,truck,0.0,0.0
enhanced,motion_blur,4,12.26,stop sign,0.0,0.0
enhanced,motion_blur,4,12.26,bench,0.0,0.0
enhanced,motion_blur,4,12.26,bird,0.0,0.0
enhanced,motion_blur,4,12.26,dog,0.0,0.0
enhanced,motion_blur,4,12.26,horse,0.0,0.0
enhanced,motion_blur,4,12.26,elephant,0.0,0.0
enhanced,motion_blur,4,12.26,zebra,0.995,0.8955
enhanced,motion_blur,4,12.26,giraffe,0.0951,0.0135
enhanced,motion_blur,4,12.26,umbrella,0.245,0.1225
enhanced,motion_blur,4,12.26,handbag,0.0,0.0
enhanced,motion_blur,4,12.26,skateboard,0.0,0.0
enhanced,motion_blur,4,12.26,bottle,0.0,0.0
enhanced,motion_blur,4,12.26,cup,0.0,0.0
enhanced,motion_blur,4,12.26,fork,0.0825,0.0385
enhanced,motion_blur,4,12.26,knife,0.0,0.0
enhanced,motion_blur,4,12.26,spoon,0.0,0.0
enhanced,motion_blur,4,12.26,bowl,0.0,0.0
enhanced,motion_blur,4,12.26,banana,0.995,0.1741
enhanced,motion_blur,4,12.26,sandwich,0.995,0.597
enhanced,motion_blur,4,12.26,orange,0.0,0.0
enhanced,motion_blur,4,12.26,broccoli,0.0,0.0
enhanced,motion_blur,4,12.26,pizza,0.0,0.0
enhanced,motion_blur,4,12.26,cake,0.1117,0.0447
enhanced,motion_blur,4,12.26,chair,0.0,0.0
enhanced,motion_blur,4,12.26,potted plant,0.0,0.0
enhanced,motion_blur,4,12.26,bed,0.0995,0.0697
enhanced,motion_blur,4,12.26,dining table,0.1821,0.0354
enhanced,motion_blur,4,12.26,microwave,0.0,0.0
enhanced,motion_blur,4,12.26,oven,0.0495,0.0099
enhanced,motion_blur,4,12.26,sink,0.0,0.0
enhanced,motion_blur,4,12.26,refrigerator,0.0,0.0
enhanced,motion_blur,4,12.26,book,0.0,0.0
enhanced,motion_blur,4,12.26,clock,0.035,0.0114
enhanced,motion_blur,4,12.26,vase,0.0,0.0
enhanced,motion_blur,4,12.26,teddy bear,0.0,0.0
